,pv01_3Y,pv01_10Y,dv01_3Y,dv01_10Y,face_3Y,face_10Y,face_total,margin
2021-12-15,29157,91276,-527271,-507095,1808394652,555561943,2363956596,118197830
2021-12-16,29173,91416,-549552,-468128,1883781333,512086062,2395867395,119793370
2021-12-17,29173,91387,-579336,-445228,1985846114,487188927,2473035042,123651752
2021-12-20,29189,91605,-281030,-147475,962794263,160990482,1123784745,56189237
2021-12-21,29195,91682,-643308,-453834,2203472785,495009987,2698482772,134924139
2021-12-22,29184,91539,-650319,-453029,2228353703,494904496,2723258199,136162910
2021-12-23,29160,91236,-661205,-452088,2267492742,495514397,2763007139,138150357
2021-12-24,29164,91251,-666966,-513139,2286922689,562341075,2849263764,142463188
2021-12-27,29170,91290,-647672,-558580,2220357711,611875175,2832232887,141611644
2021-12-28,29168,91267,-585408,-674206,2007040146,738714373,2745754519,137287726
2021-12-29,29170,91316,-184480,-362965,632431876,397482029,1029913905,51495695
2021-12-30,29160,91180,-194448,-361891,666838845,396898544,1063737389,53186869
2021-12-31,29160,91180,-246265,-350467,844538350,384369754,1228908104,61445405
2022-01-03,29130,90826,-380960,-382071,1307802757,420661941,1728464698,86423235
2022-01-04,29113,90660,-403552,-449113,1386137595,495383568,1881521163,94076058
2022-01-05,29097,90447,-456186,-497305,1567817595,549828377,2117645972,105882299
2022-01-06,29054,89793,-488791,-697718,1682362571,777031182,2459393753,122969688
2022-01-07,29066,89908,-763198,-660806,2625772626,734983076,3360755702,168037785
2022-01-10,29074,89946,-745295,-636698,2563458817,707863661,3271322477,163566124
2022-01-11,29081,89973,-713575,-641921,2453752883,713460093,3167212976,158360649
2022-01-12,29098,90255,-698859,-965015,2401753640,1069215366,3470969007,173548450
2022-01-13,29104,90276,-730951,-972575,2511508972,1077339935,3588848907,179442445
2022-01-14,29071,89999,-1068408,-966758,3675170153,1074181411,4749351564,237467578
2022-01-17,29025,89595,-1020738,-938114,3516704573,1047061095,4563765668,228188283
2022-01-18,29036,89683,-1052633,-934087,3625261731,1041540300,4666802031,233340102
2022-01-19,29051,89805,-1061922,-901225,3655375200,1003534153,4658909353,232945468
2022-01-20,29037,89658,-1048115,-956731,3609610061,1067094660,4676704721,233835236
2022-01-21,29034,89677,-1050256,-1057390,3617330024,1179108761,4796438785,239821939
2022-01-24,29036,89677,-1083239,-1113381,3730622786,1241550474,4972173260,248608663
2022-01-25,29020,89487,-1123661,-1149756,3872043186,1284829647,5156872833,257843642
2022-01-26,29024,89566,-1150382,-1173927,3963505979,1310687277,5274193256,263709663
2022-01-27,29001,89326,-1161285,-1196877,4004291591,1339894332,5344185923,267209296
2022-01-28,29007,89439,-1193200,-1200367,4113539496,1342114663,5455654159,272782708
2022-02-03,29018,89593,-1203611,-1185716,4147784329,1323452761,5471237090,273561855
2022-02-04,28999,89413,-1211745,-1176205,4178557734,1315478841,5494036575,274701829
2022-02-07,28968,89120,-1169973,-1144022,4038781421,1283687314,5322468735,266123437
2022-02-08,28933,88642,-1101027,-1060940,3805487908,1196880808,5002368716,250118436
2022-02-09,28944,88819,-1099737,-1043987,3799563117,1175405452,4974968570,248748428
2022-02-10,28956,88891,-1098190,-1062726,3792613742,1195532358,4988146101,249407305
2022-02-11,28927,88653,-1080121,-1053509,3733940602,1188354296,4922294898,246114745
2022-02-14,28925,88694,-1080632,-1056599,3735940550,1191288375,4927228924,246361446
2022-02-15,28930,88780,-1081358,-1053831,3737799932,1187020612,4924820545,246241027
2022-02-16,28943,88861,-1078155,-1058950,3725158236,1191695170,4916853406,245842670
2022-02-17,28951,88857,-1079854,-1060919,3729960451,1193956605,4923917055,246195853
2022-02-18,28948,88812,-1082251,-1063486,3738659763,1197455684,4936115447,246805772
2022-02-21,28937,88679,-1086610,-1060100,3755038594,1195439757,4950478352,247523918
2022-02-22,28947,88824,-1094575,-1052872,3781296910,1185340525,4966637436,248331872
2022-02-23,28948,88825,-1123178,-1111375,3879971511,1251189441,5131160951,256558048
2022-02-24,28986,89193,-1047387,-1053561,3613417220,1181216034,4794633254,239731663
2022-02-25,28972,89011,-1040011,-1032369,3589765481,1159825442,4749590923,237479546
2022-02-28,28972,89002,-872322,-1006156,3010881170,1130481148,4141362318,207068116
2022-03-02,28996,89300,-885757,-838161,3054730347,938590372,3993320719,199666036
2022-03-03,28984,89118,-904492,-862334,3120705742,967630379,4088336121,204416806
2022-03-04,28989,89219,-843241,-832456,2908802398,933044435,3841846833,192092342
2022-03-07,28964,88997,-763342,-766718,2635470118,861506469,3496976588,174848829
2022-03-08,28960,88945,-760432,-734115,2625775118,825353876,3451128993,172556450
2022-03-10,28962,88912,-771388,-761028,2663477878,855932922,3519410800,175970540
2022-03-11,28968,88958,-780288,-767730,2693647968,863023209,3556671177,177833559
2022-03-14,28953,88780,-796508,-962027,2751024956,1083609849,3834634805,191731740
2022-03-15,28951,88709,-988922,-918077,3415831351,1034936119,4450767470,222538373
2022-03-16,28952,88652,-957205,-893940,3306222930,1008366519,4314589448,215729472
2022-03-17,28969,88924,-927707,-878895,3202423760,988370518,4190794278,209539714
2022-03-18,28958,88789,-911425,-891925,3147434708,1004545932,4151980640,207599032
2022-03-21,28944,88677,-947122,-931201,3272235907,1050105153,4322341060,216117053
2022-03-22,28893,88161,-917908,-913317,3176930543,1035961596,4212892140,210644607
2022-03-23,28888,88182,-972877,-957365,3367782937,1085675006,4453457943,222672897
2022-03-24,28868,87952,-998235,-972369,3457892187,1105567526,4563459713,228172986
2022-03-25,28843,87799,-1001115,-979875,3470905640,1116043671,4586949312,229347466
2022-03-28,28752,86942,-781883,-837261,2719387992,963011835,3682399827,184119991
2022-03-29,28779,87287,-759070,-802780,2637583984,919705301,3557289285,177864464
2022-03-30,28813,87633,-731739,-780463,2539650745,890602791,3430253536,171512677
2022-03-31,28806,87495,-752402,-803122,2611942001,917904935,3529846936,176492347
2022-04-01,28763,87162,-738579,-798091,2567804624,915636298,3483440922,174172046
2022-04-04,28753,87066,-746741,-810919,2597125659,931386705,3528512364,176425618
2022-04-05,28726,86858,-755298,-822467,2629278745,946911579,3576190324,178809516
2022-04-06,28705,86773,-753747,-824375,2625868332,950036348,3575904680,178795234
2022-04-07,28717,86855,-774787,-881855,2698004586,1015317813,3713322399,185666120
2022-04-08,28681,86537,-763945,-871349,2663556244,1006912341,3670468586,183523429
2022-04-11,28601,85777,-686310,-775261,2399571136,903813319,3303384455,165169223
2022-04-12,28639,85874,-672595,-775476,2348560704,903034699,3251595403,162579770
2022-04-13,28679,86071,-659368,-784089,2299147169,910978877,3210126045,160506302
2022-04-14,28711,86441,-633883,-754983,2207777693,873405319,3081183012,154059151
2022-04-15,28676,86095,-629927,-745337,2196696222,865712900,3062409122,153120456
2022-04-18,28656,85872,-641060,-753707,2237081979,877707966,3114789946,155739497
2022-04-19,28678,86068,-640687,-751346,2234105665,872966650,3107072316,155353616
2022-04-20,28675,86111,-651215,-760992,2271031983,883733958,3154765942,157738297
2022-04-21,28675,86088,-671888,-786150,2343095068,913190317,3256285385,162814269
2022-04-22,28665,86026,-691812,-810603,2413449230,942273840,3355723069,167786153
2022-04-25,28712,86543,-643459,-758899,2241108771,876900069,3118008840,155900442
2022-04-26,28713,86601,-628868,-770984,2190154210,890274244,3080428454,154021423
2022-04-27,28684,86506,-533234,-761893,1858974690,880745178,2739719868,136985993
2022-04-28,28668,86517,-559495,-605117,1951625294,699419830,2651045124,132552256
2022-04-29,28648,86257,-573701,-622392,2002614457,721555865,2724170322,136208516
2022-05-02,28598,85650,-549006,-593669,1919751111,693133099,2612884210,130644210
2022-05-03,28576,85514,-572118,-685481,2002066972,801603420,2803670393,140183520
2022-05-04,28559,85422,-587660,-688652,2057697543,806172898,2863870441,143193522
2022-05-06,28571,85445,-597081,-701170,2089836418,820606069,2910442487,145522124
2022-05-09,28598,85521,-595421,-705124,2082049472,824501823,2906551295,145327565
2022-05-10,28604,85579,-626771,-724635,2191166600,846742499,3037909099,151895455
2022-05-11,28654,86150,-596626,-671630,2082196168,779606120,2861802288,143090114
2022-05-12,28669,86501,-575570,-629967,2007641105,728280586,2735921691,136796085
2022-05-13,28656,86320,-560060,-611885,1954455356,708858190,2663313546,133165677
2022-05-16,28617,86116,-488880,-591008,1708378394,686292366,2394670760,119733538
2022-05-17,28616,86061,-488561,-586593,1707272418,681597570,2388869988,119443499
2022-05-18,28605,85872,-488413,-578818,1707441293,674049894,2381491187,119074559
2022-05-19,28610,85849,-552943,-575651,1932711502,670538559,2603250060,130162503
2022-05-20,28639,86166,-539594,-612418,1884120871,710744504,2594865375,129743269
2022-05-23,28635,86106,-509770,-623793,1780229405,724450240,2504679646,125233982
2022-05-24,28658,86351,-528969,-601525,1845779882,696607419,2542387301,127119365
2022-05-25,28662,86450,-493535,-592891,1721892039,685820733,2407712772,120385639
2022-05-26,28639,86246,-452523,-555898,1580090137,644549016,2224639153,111231958
2022-05-27,28635,86260,-408818,-513914,1427679719,595774964,2023454683,101172734
2022-05-30,28626,86171,-334767,-474167,1169448662,550262905,1719711567,85985578
2022-05-31,28584,85657,-342628,-490613,1198653753,572761600,1771415353,88570768
2022-06-02,28539,85212,-441361,-558956,1546504538,655959278,2202463815,110123191
2022-06-03,28539,85266,-468935,-549160,1643139792,644054796,2287194588,114359729
2022-06-07,28485,84662,-498085,-562703,1748568680,664644929,2413213610,120660680
2022-06-08,28496,84913,-529177,-589006,1857043571,693655990,2550699561,127534978
2022-06-09,28512,84963,-570462,-621109,2000811159,731031372,2731842531,136592127
2022-06-10,28501,84851,-585575,-634104,2054596859,747311422,2801908280,140095414
2022-06-13,28377,83996,-525681,-599187,1852465492,713356328,2565821820,128291091
2022-06-14,28357,83905,-529526,-607982,1867333664,724606762,2591940426,129597021
2022-06-15,28314,83465,-520912,-598146,1839748252,716643228,2556391480,127819574
2022-06-16,28280,83376,-521785,-599052,1845055523,718497195,2563552718,128177636
2022-06-17,28283,83372,-529372,-608909,1871680838,730349932,2602030770,130101539
2022-06-20,28321,83601,-522426,-603464,1844683094,721838508,2566521601,128326080
2022-06-21,28344,83654,-521169,-604712,1838701260,722870271,2561571530,128078577
2022-06-22,28391,84133,-502684,-581573,1770546761,691252628,2461799389,123089969
2022-06-23,28362,83943,-535037,-604943,1886460335,720658383,2607118718,130355936
2022-06-24,28400,84387,-522339,-591856,1839212037,701356058,2540568095,127028405
2022-06-27,28381,84087,-528387,-592024,1861737111,704060647,2565797758,128289888
2022-06-28,28377,84128,-528181,-591572,1861269988,703181918,2564451906,128222595
2022-06-29,28381,84282,-532044,-575456,1874655628,682777902,2557433529,127871676
2022-06-30,28385,84500,-512286,-468395,1804761719,554311351,2359073070,117953653
2022-07-01,28433,85035,-257056,-304607,904071281,358212764,1262284044,63114202
2022-07-04,28443,85129,-278240,-292929,978228802,344101161,1322329963,66116498
2022-07-05,28486,85562,-265179,-266240,930923621,311164452,1242088072,62104404
2022-07-06,28504,85797,-242585,-238780,851067552,278307161,1129374713,56468736
2022-07-07,28489,85652,-220781,-239583,774956725,279716526,1054673252,52733663
2022-07-08,28481,85480,-221947,-231644,779288599,270992707,1050281306,52514065
2022-07-11,28476,85373,-225271,-99833,791082615,116937870,908020485,45401024
2022-07-12,28486,85585,-81097,-113593,284694298,132725629,417419927,20870996
2022-07-13,28488,85659,-93137,-127679,326929768,149055173,475984941,23799247
2022-07-14,28460,85633,-103873,-141490,364982491,165228813,530211304,26510565
2022-07-15,28470,85763,-113461,-150927,398521422,175981295,574502717,28725136
2022-07-18,28462,85625,-122263,-4744,429572207,5541005,435113212,21755661
2022-07-19,28467,85739,-132534,-8765,465565518,10222976,475788494,23789425
2022-07-20,28421,85199,-137987,-4096,485503814,4808113,490311927,24515596
2022-07-21,28418,85168,6736,714,23704119,838274,24542393,1227120
2022-07-22,28450,85492,5915,8229,20792020,9625196,30417215,1520861
2022-07-25,28480,85875,5471,9346,19210993,10883056,30094050,1504702
2022-07-26,28491,86015,7750,13879,27203051,16136168,43339219,2166961
2022-07-27,28508,86263,17867,1197,62672982,1387851,64060834,3203042
2022-07-28,28489,86004,22467,-12584,78861293,14631239,93492532,4674627
2022-07-29,28545,86543,17011,-14268,59592611,16486560,76079171,3803959
2022-08-01,28520,86254,-166254,-193984,582940990,224897446,807838437,40391922
2022-08-02,28552,86640,-159292,-173019,557909153,199699423,757608576,37880429
2022-08-03,28530,86438,-157283,-161677,551281795,187044321,738326116,36916306
2022-08-04,28508,86184,-161910,-155793,567943728,180766913,748710641,37435532
2022-08-05,28527,86340,-176098,-152093,617304876,176156093,793460970,39673048
2022-08-08,28506,86190,-180626,-143312,633641721,166275565,799917286,39995864
2022-08-09,28503,86253,-171799,-132857,602740719,154032184,756772904,37838645
2022-08-10,28486,86075,-165907,-123559,582416782,143547474,725964257,36298213
2022-08-11,28497,86069,-160191,-125846,562139891,146214296,708354187,35417709
2022-08-12,28480,85796,-168574,-137847,591910733,160668381,752579113,37628956
2022-08-16,28526,86385,-154143,-125855,540360788,145690842,686051630,34302581
2022-08-17,28517,86301,-147720,-128285,518003946,148648786,666652732,33332637
2022-08-18,28502,86077,-154951,-213337,543658596,247844594,791503190,39575159
2022-08-19,28479,85716,-205729,-185203,722385577,216067115,938452692,46922635
2022-08-22,28459,85544,-202254,-226545,710692636,264827413,975520049,48776002
2022-08-23,28438,85428,-234254,-257555,823746735,301489078,1125235813,56261791
2022-08-24,28408,85071,-266141,-277321,936840185,325986808,1262826993,63141350
2022-08-25,28318,84334,-371793,-372865,1312906283,442130941,1755037224,87751861
2022-08-26,28311,84247,-344312,-351233,1216165062,416907373,1633072434,81653622
2022-08-29,28253,83790,-350394,-368438,1240197566,439713357,1679910923,83995546
2022-08-30,28257,83883,-370258,-388100,1310324657,462669493,1772994150,88649707
2022-08-31,28234,83758,-406116,-415529,1438399450,496107778,1934507228,96725361
2022-09-01,28200,83388,-365666,-404239,1296675988,484771577,1781447565,89072378
2022-09-02,28260,83870,-353669,-391266,1251460311,466517306,1717977617,85898881
2022-09-05,28289,84149,-349982,-384607,1237178846,457054934,1694233781,84711689
2022-09-06,28260,83877,-369048,-387013,1305889369,461406686,1767296055,88364803
2022-09-07,28260,83786,-360312,-375930,1275006369,448676837,1723683206,86184160
2022-09-08,28319,84331,-340672,-356119,1202997695,422287655,1625285350,81264267
2022-09-13,28331,84450,-338888,-344056,1196186856,407409075,1603595931,80179797
2022-09-14,28296,84302,-358854,-360044,1268233062,427089210,1695322272,84766114
2022-09-15,28207,83512,-348583,-349704,1235813053,418749582,1654562635,82728132
2022-09-16,28196,83504,-366473,-367624,1299741006,440249350,1739990356,86999518
2022-09-19,28195,83512,-389404,-389787,1381120572,466741510,1847862082,92393104
2022-09-20,28172,83302,-444345,-446894,1577272672,536476839,2113749511,105687476
2022-09-21,28159,83185,-456171,-467748,1619999447,562301205,2182300652,109115033
2022-09-22,28056,82462,-418683,-450650,1492292436,546491614,2038784051,101939203
2022-09-23,28030,82056,-414546,-440719,1478941561,537096586,2016038147,100801907
2022-09-26,27905,81014,-362276,-396352,1298249378,489239719,1787489096,89374455
2022-09-27,27996,81762,-335572,-371545,1198653564,454423905,1653077469,82653873
2022-09-28,27976,81368,-342493,-374746,1224218530,460555427,1684773957,84238698
2022-09-29,27979,81564,-342769,-371737,1225107779,455763238,1680871017,84043551
2022-09-30,28028,82146,-336342,-360587,1200005162,438958902,1638964063,81948203
2022-10-04,28086,82656,-463962,-499029,1651942327,603743819,2255686146,112784307
2022-10-05,28051,82229,-483851,-516829,1724891823,628524833,2353416655,117670833
2022-10-06,28056,82196,-484949,-518723,1728525934,631083563,2359609497,117980475
2022-10-07,28012,81815,-481953,-515115,1720516231,629613241,2350129472,117506474
2022-10-11,28000,81572,-489619,-521295,1748664325,639063209,2387727533,119386377
2022-10-12,28059,82275,-466745,-496954,1663429910,604015000,2267444910,113372245
2022-10-13,28012,81729,-457654,-485262,1633752589,593742503,2227495092,111374755
2022-10-14,28007,81902,-446443,-479793,1594050690,585811613,2179862303,108993115
2022-10-17,27983,81768,-437395,-472582,1563092464,577958584,2141051049,107052552
2022-10-18,27960,81591,-429525,-466455,1536237711,571702085,2107939796,105396990
2022-10-19,27908,81148,-422446,-463673,1513699476,571393403,2085092879,104254644
2022-10-20,27907,81035,-426757,-472002,1529235906,582464376,2111700282,105585014
2022-10-21,27855,80422,-419718,-462675,1506775487,575309873,2082085360,104104268
2022-10-24,27907,80787,-412836,-464140,1479336482,574520687,2053857169,102692858
2022-10-25,27966,81385,-395185,-445329,1413073216,547189113,1960262328,98013116
2022-10-26,27975,81592,-409976,-458730,1465514270,562225089,2027739359,101386968
2022-10-27,27974,81482,-416709,-467211,1489647264,573392749,2063040013,103152001
2022-10-28,28036,82004,-407779,-463640,1454484112,565386220,2019870331,100993517
2022-10-31,28008,81839,-358705,-461611,1280710387,564047420,1844757807,92237890
2022-11-01,28044,82203,-240402,-230937,857225523,280934237,1138159760,56907988
2022-11-02,28028,82179,-252575,-251637,901159734,306205458,1207365192,60368260
2022-11-03,27972,81819,-245516,-262609,877730322,320962036,1198692358,59934618
2022-11-04,27984,81901,-243887,-266801,871519503,325759886,1197279389,59863969
2022-11-07,27958,81644,-246088,-263146,880200628,322310399,1202511027,60125551
2022-11-08,27972,81744,-246904,-261489,882672741,319888114,1202560854,60128043
2022-11-09,28013,82027,-227818,-242481,813263213,295611225,1108874438,55443722
2022-11-10,28055,82449,-98617,-225674,351516677,273712171,625228847,31261442
2022-11-11,28133,83285,-96579,-84790,343289867,101807319,445097186,22254859
2022-11-14,28122,83211,-114570,-104713,407402414,125840517,533242931,26662147
2022-11-15,28158,83561,-113702,-123068,403800543,147279508,551080051,27554003
2022-11-16,28128,83292,-95984,-123287,341236853,148018266,489255119,24462756
2022-11-17,28125,83474,-77616,-106291,275967804,127334484,403302288,20165114
2022-11-18,28117,83586,-61516,-87308,218784126,104453253,323237379,16161869
2022-11-21,28101,83690,62560,60573,222627323,72378052,295005375,14750269
2022-11-22,28097,83636,55162,55112,196328560,65895193,262223753,13111188
2022-11-23,28096,83603,47321,44620,168423478,53370558,221794036,11089702
2022-11-24,28161,84116,35236,31497,125124655,37444369,162569024,8128451
2022-11-25,28204,84313,24638,20928,87355262,24822008,112177270,5608863
2022-11-28,28192,84275,14781,10316,52427989,12240532,64668521,3233426
2022-11-29,28171,84011,6683,1368,23722102,1628312,25350414,1267521
2022-11-30,28174,84016,966,6970,3428937,8296608,11725545,586277
2022-12-01,28198,84148,-121438,-123764,430665407,147079449,577744856,28887243
2022-12-02,28224,84527,-109527,-110612,388064078,130859874,518923952,25946198
2022-12-05,28243,84736,-100991,-101504,357582457,119789190,477371646,23868582
2022-12-06,28265,84957,-88084,-88778,311636285,104496966,416133251,20806663
2022-12-07,28242,84820,-73011,-74206,258517387,87485983,346003370,17300169
2022-12-08,28241,84843,-66715,-70194,236233754,82732998,318966752,15948338
2022-12-09,28242,84927,-66898,-70174,236871158,82628645,319499803,15974990
2022-12-12,28221,84814,-69210,-72699,245241145,85716723,330957867,16547893
2022-12-13,28215,84731,-69216,-72633,245317059,85722319,331039378,16551969
2022-12-14,28259,85078,-68375,-72096,241959987,84741025,326701011,16335051
2022-12-15,28273,85246,-68449,-72089,242098883,84565949,326664832,16333242
2022-12-16,28273,85298,-68699,89620,242984034,105067486,348051520,17402576
2022-12-19,28270,85245,-72405,92732,256121142,108783244,364904386,18245219
2022-12-20,28207,84483,-69193,91113,245303508,107847291,353150799,17657540
2022-12-21,28231,84664,99933,97637,353981342,115322411,469303753,23465188
2022-12-22,28259,84856,102913,90616,364171529,106787823,470959352,23547968
2022-12-23,28228,84517,90633,-40766,321076548,48234744,369311292,18465565
2022-12-26,28200,84103,-30101,-7016,106741435,8342121,115083557,5754178
2022-12-27,28210,84217,-2843,7735,10079923,9184579,19264502,963225
2022-12-28,28207,83998,-892,-26077,3162308,31044846,34207154,1710358
2022-12-29,28202,83821,-35606,-69542,126255200,82964956,209220156,10461008
2022-12-30,28202,83821,-60435,-80696,214295407,96270954,310566361,15528318
2023-01-02,28185,83598,103507,-95792,367236796,114586000,481822796,24091140
2023-01-03,28236,84078,111209,-82788,393861181,98465564,492326745,24616337
2023-01-04,28264,84461,130774,-75345,462695162,89206851,551902014,27595101
2023-01-05,28253,84563,143692,-71327,508585679,84347633,592933312,29646666
2023-01-06,28246,84510,149673,-69399,529890086,82119518,612009604,30600480
2023-01-09,28306,84987,231428,-42403,817604051,49894068,867498119,43374906
2023-01-10,28306,85007,394653,261666,1394243048,307818920,1702061968,85103098
2023-01-11,28348,85355,379429,237802,1338488069,278602326,1617090395,80854520
2023-01-12,28337,85275,397464,210224,1402647663,246524856,1649172519,82458626
2023-01-13,28372,85823,430027,307380,1515652042,358157508,1873809549,93690477
2023-01-16,28362,85475,264526,139760,932677282,163508815,1096186098,54809305
2023-01-17,28346,85118,455141,330674,1605662961,388489837,1994152798,99707640
2023-01-18,28382,85614,242755,145600,855316872,170066817,1025383689,51269184
2023-01-19,28406,85940,230335,142532,810868756,165850713,976719468,48835973
2023-01-20,28380,85711,417215,349969,1470118821,408314846,1878433667,93921683
2023-01-25,28395,85933,427437,368769,1505302930,429136810,1934439740,96721987
2023-01-26,28403,85934,447345,389305,1575011780,453027934,2028039714,101401986
2023-01-27,28384,85688,457446,397104,1611636097,463429275,2075065372,103753269
2023-01-30,28397,85813,484934,415591,1707692025,484297571,2191989595,109599480
2023-01-31,28385,85615,495944,428567,1747232688,500576690,2247809377,112390469
2023-02-01,28409,85740,515109,452990,1813158607,528333048,2341491654,117074583
2023-02-02,28452,85985,525982,477630,1848686840,555481088,2404167927,120208396
2023-02-03,28482,86336,541981,496434,1902870851,575003099,2477873950,123893697
2023-02-06,28411,85728,508352,488079,1789261584,569333296,2358594880,117929744
2023-02-07,28398,85703,542499,523686,1910330171,611050760,2521380932,126069047
2023-02-08,28382,85554,321909,292833,1134207880,342280060,1476487940,73824397
2023-02-09,28346,85246,264158,249730,931895879,292953656,1224849535,61242477
2023-02-10,28353,85247,212325,218078,748860457,255820005,1004680462,50234023
2023-02-13,28330,84945,196703,187498,694316133,220728661,915044795,45752240
2023-02-14,28345,85076,181184,178512,639203716,209826365,849030081,42451504
2023-02-15,28296,84608,147160,145808,520075917,172333891,692409808,34620490
2023-02-16,28303,84688,107997,107704,381570219,127176999,508747218,25437361
2023-02-17,28262,84192,105469,-109056,373179555,129532268,502711823,25135591
2023-02-20,28243,83928,-91519,-111919,324042776,133350716,457393493,22869675
2023-02-21,28268,84208,-73347,-109681,259471640,130249417,389721058,19486053
2023-02-22,28259,84050,-52356,-165638,185272029,197070747,382342776,19117139
2023-02-23,28271,84181,-35214,-134812,124559385,160145083,284704469,14235223
2023-02-24,28291,84560,-29463,98258,104142956,116198575,220341531,11017077
2023-02-27,28223,84106,-191762,72681,679449821,86416161,765865981,38293299
2023-02-28,28177,83603,-196650,31698,697916834,37915058,735831891,36791595
2023-03-02,28165,83428,-212519,-17211,754561919,20629766,775191685,38759584
2023-03-03,28203,83769,-225502,-41316,799560921,49321049,848881970,42444099
2023-03-06,28216,83958,-238096,-47553,843845493,56638757,900484250,45024213
2023-03-07,28226,84165,-228550,-50472,809711259,59967642,869678901,43483945
2023-03-08,28166,83776,-211678,-54415,751530272,64952330,816482602,40824130
2023-03-09,28173,83764,-233594,-61512,829155809,73434827,902590636,45129532
2023-03-10,28231,84209,-234936,-55858,832175819,66332900,898508719,44925436
2023-03-13,28345,85047,-177787,88012,627219273,103486486,730705758,36535288
2023-03-14,28357,85281,-91026,62551,321001507,73347531,394349038,19717452
2023-03-15,28335,85073,-104977,106251,370488839,124893882,495382721,24769136
2023-03-16,28369,85205,124791,149326,439886222,175255397,615141619,30757081
2023-03-17,28366,85252,157124,204014,553921739,239308930,793230668,39661533
2023-03-20,28428,85774,206844,241614,727616895,281684696,1009301590,50465080
2023-03-21,28404,85618,262226,532495,923196530,621942254,1545138784,77256939
2023-03-22,28409,85742,488293,527302,1718803533,614988994,2333792527,116689626
2023-03-23,28432,85814,463977,513682,1631892360,598600842,2230493202,111524660
2023-03-24,28447,85975,466258,519430,1639045682,604162479,2243208161,112160408
2023-03-27,28427,85786,459391,519195,1616051986,605222703,2221274689,111063734
2023-03-28,28410,85683,447926,516705,1576659777,603044111,2179703888,108985194
2023-03-29,28419,85728,450011,537903,1583478186,627455143,2210933329,110546666
2023-03-30,28420,85703,488787,587954,1719893868,686035046,2405928914,120296446
2023-03-31,28398,85483,528065,627152,1859485600,733654603,2593140203,129657010
2023-04-03,28384,85303,609494,716789,2147321840,840285101,2987606941,149380347
2023-04-04,28413,85604,660200,758830,2323599595,886441330,3210040925,160502046
2023-04-05,28418,85625,700823,762520,2466097736,890535914,3356633650,167831682
2023-04-06,28441,85843,696015,727374,2447223972,847327329,3294551301,164727565
2023-04-07,28439,85813,682644,685339,2400378772,798638851,3199017623,159950881
2023-04-10,28461,86021,691802,669643,2430707746,778468334,3209176080,160458804
2023-04-11,28440,85834,671255,644213,2360218157,750531000,3110749157,155537458
2023-04-12,28429,85715,690165,658230,2427642878,767930315,3195573193,159778660
2023-04-13,28458,85790,690857,639515,2427656419,745445551,3173101971,158655099
2023-04-14,28455,85776,707056,640551,2484790975,746768623,3231559599,161577980
2023-04-17,28422,85506,700332,618695,2464071794,723567994,3187639788,159381989
2023-04-18,28416,85463,671746,594328,2364002306,695419844,3059422150,152971108
2023-04-19,28395,85286,655121,590199,2307164457,692022576,2999187033,149959352
2023-04-20,28402,85304,656032,577838,2309770858,677389888,2987160746,149358037
2023-04-21,28429,85613,686975,615156,2416466359,718526712,3134993071,156749654
2023-04-24,28431,85663,676643,650009,2379947503,758800283,3138747786,156937389
2023-04-25,28415,85549,713897,677276,2512435077,791678470,3304113548,165205677
2023-04-26,28422,85691,715285,714698,2516637481,834039487,3350676968,167533848
2023-04-27,28406,85576,750910,737421,2643463028,861714271,3505177299,175258865
2023-04-28,28398,85474,702460,708898,2473602151,829370829,3302972980,165148649
2023-05-02,28384,85396,605171,586655,2132049779,686981159,2819030938,140951547
2023-05-03,28405,85599,589644,190193,2075863934,222189345,2298053279,114902664
2023-05-04,28433,85737,630712,270763,2218224802,315805846,2534030648,126701532
2023-05-08,28415,85584,638927,388537,2248586413,453983175,2702569587,135128479
2023-05-09,28414,85545,644595,447315,2268597258,522900073,2791497331,139574867
2023-05-10,28406,85491,792181,421571,2788800849,493115603,3281916452,164095823
2023-05-11,28420,85626,740429,463357,2605265335,541139559,3146404894,157320245
2023-05-12,28416,85697,546286,497044,1922439380,580002589,2502441968,125122098
2023-05-15,28400,85513,650893,474230,2291894392,554569173,2846463565,142323178
2023-05-16,28420,85682,741517,542796,2609093357,633500844,3242594200,162129710
2023-05-17,28401,85532,811260,559427,2856478500,654052869,3510531369,175526568
2023-05-18,28378,85336,586808,472772,2067801912,554009379,2621811291,131090565
2023-05-19,28371,85182,498532,352888,1757164101,414275630,2171439730,108571987
2023-05-22,28383,85294,423433,185377,1491874821,217338458,1709213278,85460664
2023-05-23,28349,84902,381337,122780,1345161375,144613766,1489775142,74488757
2023-05-24,28343,84833,337955,53304,1192363242,62833827,1255197070,62759853
2023-05-25,28314,84533,257747,-532824,910312186,630313099,1540625285,77031264
2023-05-26,28299,84404,227048,-483728,802319310,573111430,1375430740,68771537
2023-05-30,28289,84324,-251839,-399659,890243026,473956562,1364199588,68209979
2023-05-31,28333,84886,-178767,-333225,630947771,392556702,1023504473,51175224
2023-06-01,28320,84777,-107188,-407024,378488623,480111824,858600447,42930022
2023-06-02,28342,84994,-49701,-467493,175363865,550033589,725397454,36269873
2023-06-05,28318,84775,-31839,-581594,112436296,686046695,798482990,39924150
2023-06-07,28331,84905,-141161,-667687,498250499,786388087,1284638587,64231929
