date,mr_face_total,mr_face_short,mr_face_long,mr_margin,mr_dv01,sl_face_3Y,sl_dv01_3Y,sl_face_10Y,sl_dv01_10Y,sl_face_net,sl_gross_trend,sl_gross_cycle,sl_gross_policy,sl_gross_trade,sl_gross_risk,sl_face_gross,sl_margin,sl_dv01,total_margin
2023-03-23,0,0,0,0,0,1551668437,465501,515367187,515367,2067035624,2063242142,416352628,414053707,412559145,414053707,3720261328,103351781,980868,103351781
2023-03-24,0,0,0,0,0,1559321132,467796,521142623,521143,2080463754,2076977573,420575958,418415604,417089777,418415604,3751474518,104023188,988939,104023188
2023-03-27,0,0,0,0,0,1536399033,460920,520922997,520923,2057322029,2054505206,422629743,420791979,419812920,420791979,3738531827,102866101,981843,102866101
2023-03-28,0,0,0,0,0,1498061736,449419,518427575,518428,2016489312,2014377338,424623236,423658517,422511262,423658517,3708828871,100824466,967846,100824466
2023-03-29,0,0,0,0,0,1505030607,451509,539698788,539699,2044729395,2042608845,424577424,423657234,422456874,423657234,3736957611,102236470,991208,102236470
2023-03-30,0,0,0,0,0,1634736564,490421,589924833,589925,2224661397,2223101675,428226841,428091423,426667119,428091423,3934178482,111233070,1080346,111233070
2023-03-31,0,0,0,0,0,1766143940,529843,629267509,629268,2395411449,2394303617,434115938,434453250,433008106,434453250,4130334161,119770572,1159111,119770572
2023-04-03,0,0,0,0,0,2038516796,611555,719214138,719214,2757730934,2755633562,445057404,443976354,442960032,443976354,4531603706,137886547,1330769,137886547
2023-04-04,0,0,0,0,0,2208105034,662432,761394859,761395,2969499893,2967889830,444855794,444759050,443245730,444759050,4745509454,148474995,1423826,148474995
2023-04-05,0,0,0,0,0,2343984919,703195,765095809,765096,3109080728,3107198658,445877493,445433388,443995424,445433388,4887938350,155454036,1468291,155454036
2023-04-06,0,0,0,0,0,2327875563,698363,729819147,729819,3057694711,3055831594,452872307,452680280,451009190,452680280,4865073652,152884736,1428182,152884736
2023-04-07,0,0,0,0,0,2283153525,684946,687638183,687638,2970791708,2969262142,453068497,453297439,451538931,453297439,4780464448,148539585,1372584,148539585
2023-04-10,0,0,0,0,0,2313762789,694129,671878970,671879,2985641759,2984797110,459321401,460680267,458476751,460680267,4823955795,149282088,1366008,149282088
2023-04-11,0,0,0,0,0,2245059667,673518,646368839,646369,2891428506,2890832689,456793470,458306466,456197653,458306466,4720436746,144571425,1319887,144571425
2023-04-12,0,0,0,0,0,2308320247,692496,660435822,660436,2968756069,2969234682,471781145,474783733,472259758,474783733,4862843049,148437803,1352932,148437803
2023-04-13,0,0,0,0,0,2310607766,693182,641644668,641645,2952252434,2951990996,476585759,478729691,476324321,478729691,4862360459,147612622,1334827,147612622
2023-04-14,0,0,0,0,0,2364772096,709432,642674831,642675,3007446928,3005990601,487929916,488602658,486473589,488602658,4957599421,150372346,1352106,150372346
2023-04-17,0,0,0,0,0,2342315630,702695,620751600,620752,2963067231,2961475650,492427446,492631206,490835865,492631206,4930001373,148153362,1323446,148153362
2023-04-18,0,0,0,0,0,2246700377,674010,596300851,596301,2843001228,2841623644,496362057,496824233,494984473,496824233,4826618640,142150061,1270311,142150061
2023-04-19,0,0,0,0,0,2191097367,657329,592160778,592161,2783258145,2781161979,501597825,500886421,499501659,500886421,4784034305,139162907,1249490,139162907
2023-04-20,0,0,0,0,0,2194141035,658242,579755376,579755,2773896411,2772042881,503723179,503407584,501869649,503407584,4784450876,138694821,1237998,138694821
2023-04-21,0,0,0,0,0,2297602081,689281,617187625,617188,2914789706,2911974767,498847536,497592052,496032596,497592052,4902039003,145739485,1306468,145739485
2023-04-24,0,0,0,0,0,2263027705,678908,652158103,652158,2915185808,2912241768,501457582,500157203,498513542,500157203,4912527299,145759290,1331066,145759290
2023-04-25,0,0,0,0,0,2387621067,716286,679512513,679513,3067133580,3063966000,503445923,502066742,500278343,502066742,5071823751,153356679,1395799,153356679
2023-04-26,0,0,0,0,0,2392257159,717677,717062226,717062,3109319385,3106078424,504312092,502908105,501071131,502908105,5117277856,155465969,1434739,155465969
2023-04-27,0,0,0,0,0,2511413184,753424,739862134,739862,3251275318,3247942809,505781110,504344642,502448602,504344642,5264861805,162563766,1493286,162563766
2023-04-28,0,0,0,0,0,2349367215,704810,711248137,711248,3060615352,3057503446,509604265,508239804,506492358,508239804,5090079676,153030768,1416058,153030768
2023-05-02,0,0,0,0,0,2023970008,607191,588588420,588588,2612558428,2609800634,516368732,515117079,513610938,515117079,4670014462,130627921,1195779,130627921
2023-05-03,0,0,0,0,0,1972028640,591609,190735489,190735,2162764129,2160008710,538936882,537669356,536181462,537669356,4310465764,108138206,782344,108138206
2023-05-04,0,0,0,0,0,2109444486,632833,271603073,271603,2381047560,2378745048,547048455,545911866,544745943,545911866,4562363178,119052378,904436,119052378
2023-05-08,95416492617,95416492617,0,4770824631,18319315,2136940182,641082,389796552,389797,2526736734,2524605561,545879001,544801661,543747828,544801661,4703835713,126336837,1030879,4897161468
2023-05-09,95416492617,95416492617,0,4770824631,18319315,2155935368,646781,448793155,448793,2604728524,2602962673,554667560,553703445,552901710,553703445,4817938833,130236426,1095574,4901061057
2023-05-10,95416492617,95416492617,0,4770824631,18319315,2649593129,794878,422951374,422951,3072544503,3070572456,555969014,554933532,553996967,554933532,5290405500,153627225,1217829,4924451856
2023-05-11,0,0,0,0,0,2476471363,742941,464880613,464881,2941351976,2939293431,560105909,559039394,558047363,559039394,5175525491,147067599,1207822,147067599
2023-05-12,0,0,0,0,0,1827061761,548119,498686113,498686,2325747875,2323721285,560821009,559764533,558794419,559764533,4562865780,116287394,1046805,116287394
2023-05-15,0,0,0,0,0,2177008360,653103,475803957,475804,2652812317,2651128177,571865719,570917841,570181579,570917841,4935011156,132640616,1128906,132640616
2023-05-16,95416492617,95416492617,0,4770824631,9339437,2480114469,744034,544598380,544598,3024712849,3022698077,569195045,568140667,567180273,568140667,5295354729,151235642,1288633,4922060273
2023-05-17,95416492617,95416492617,0,4770824631,9339437,2713430060,814029,561293422,561293,3274723482,3272921577,582911071,581920050,581109166,581920050,5600781914,163736174,1375322,4934560805
2023-05-18,95416492617,95416492617,0,4770824631,9339437,1962722628,588817,474367246,474367,2437089874,2436203354,587088715,586394159,586202195,586394159,4782282582,121854494,1063184,4892679125
2023-05-19,95416492617,95416492617,0,4770824631,9339437,1667484794,500245,354082188,354082,2021566982,2021178729,589219816,588689382,588831564,588689382,4376608874,101078349,854328,4871902980
2023-05-22,190832985234,190832985234,0,9541649262,14052351,1416249063,424875,185972493,185972,1602221555,1601552367,589626125,589003176,588956937,589003176,3958141781,80111078,610847,9621760339
2023-05-23,190832985234,190832985234,0,9541649262,14052351,1275484442,382645,123174423,123174,1398658865,1398425927,573178293,572719906,572945355,572719906,3689989387,69932943,505820,9611582205
2023-05-24,95416492617,95416492617,0,4770824631,9339437,1130383376,339115,53458109,53458,1183841485,1183721675,581683523,581257187,581563713,581257187,3509483285,59192074,392573,4830016705
2023-05-25,0,0,0,0,0,862155242,258647,534697618,-534698,1396852860,1397128966,591903569,591717024,592511624,591717024,3764978206,69842643,793344,69842643
2023-05-26,0,0,0,0,0,759472922,227842,485427274,-485427,1244900196,1245380003,616166471,615966705,617237969,615966705,3710717853,62245010,713269,62245010
2023-05-30,0,0,0,0,0,842409572,-252723,401062042,-401062,1243471614,1242076229,619819214,619675412,621214599,619675412,3722460867,62173581,653785,62173581
2023-05-31,95416492617,95416492617,0,4770824631,18319315,598088810,-179427,334433507,-334434,932522317,932668090,588720180,587736955,588574408,587736955,3285436588,46626116,513860,4817450747
2023-06-01,95416492617,95416492617,0,4770824631,18319315,358627642,-107588,408480906,-408481,767108548,766933806,588534008,587835457,588708751,587835457,3119847480,38355427,516069,4809180058
2023-06-02,95416492617,95416492617,0,4770824631,18319315,166366906,-49910,469175677,-469176,635542583,635878399,585922824,584959005,585587008,584959005,2977306241,31777129,519086,4802601760
2023-06-05,95416492617,95416492617,0,4770824631,18319315,106586994,-31976,583664093,-583664,690251087,690059795,599289717,598541060,599481009,598541060,3085912642,34512554,615640,4805337185
2023-06-07,95416492617,95416492617,0,4770824631,18319315,472286539,-141686,670064704,-670065,1142351242,1142482794,597713735,596887625,597582183,596887625,3531553961,57117562,811751,4827942193
2023-06-08,143124738926,95416492617,47708246309,9541649262,57388530,935039302,-280512,682593437,-682593,1617632739,1616986346,604457455,604077495,605103847,604077495,4034702639,80881637,963105,9622530899
2023-06-09,143124738926,95416492617,47708246309,9541649262,57388530,1237135350,-371141,1004175657,-1004176,2241311007,2240569260,720251174,719533385,720992922,719533385,5120880125,112065550,1375316,9653714812
2023-06-12,47708246309,0,47708246309,4770824631,39069215,152498194,-45749,658721842,-658722,811220036,2264344013,726153303,725349909,726970674,725349909,5168167809,40561002,704471,4811385633
2023-06-13,47708246309,0,47708246309,4770824631,39069215,153663052,-46099,664575712,-664576,818238764,2285453351,733196671,732440127,734017917,732440127,5217548192,40911938,710675,4811736569
2023-06-14,0,0,0,0,0,1261320517,-378396,1004930099,-1004930,2266250615,2267283315,732038413,731849335,732692957,731849335,5195713355,113312531,1383326,113312531
2023-06-15,0,0,0,0,0,1404419154,-421326,978272641,-978273,2382691794,2382683634,725435018,725689032,725660706,725414853,5284883244,119134590,1399598,119134590
2023-06-16,0,0,0,0,0,1655544246,-496663,996754356,-996754,2652298602,2652634671,782418179,782558959,782813480,782336631,5782761920,132614930,1493418,132614930
2023-06-19,0,0,0,0,0,1785475091,-535643,949604558,-949605,2735079649,2735772750,787539909,787530753,788084365,787400420,5886328197,136753982,1485247,136753982
2023-06-20,0,0,0,0,0,3650948889,-1095285,914948953,-914949,4565897842,4566432629,795018564,794997301,795441691,794928166,7746818352,228294892,2010234,228294892
2023-06-21,0,0,0,0,0,3583689133,-1075107,875149426,-875149,4458838559,4459298254,806779734,806713001,807117793,806724830,7686633613,222941928,1950256,222941928
2023-06-22,95416492617,0,95416492617,9541649262,68087703,3448633402,-1034590,899894287,-899894,4348527689,4348915178,810351373,810328904,810669548,810304528,7590569531,217426384,1934484,9759075646
2023-06-23,95416492617,0,95416492617,9541649262,68087703,3315459212,-994638,957654529,-957655,4273113741,4273242412,817186440,817211882,817353749,817199636,7542194119,213655687,1952292,9755304949
2023-06-26,95416492617,0,95416492617,9541649262,68087703,3120646438,-936194,993024240,-993024,4113670679,4113951367,807328572,807328572,807585412,807304723,7343498645,205683534,1929218,9747332796
2023-06-27,95416492617,0,95416492617,9541649262,68087703,2979254553,-893776,1088142774,-1088143,4067397327,4067726982,811000989,811000989,811292723,810963068,7311984751,203369866,1981919,9745019128
2023-06-28,95416492617,0,95416492617,9541649262,68087703,2928375043,-878513,1258911747,-1258912,4187286790,4187563843,814275793,814275793,814529486,814252433,7444897349,209364339,2137424,9751013601
2023-06-29,47708246309,0,47708246309,4770824631,39069215,3069575896,-920873,1276138107,-1276138,4345714003,4346159616,826757608,826757608,827136751,826691138,7653502719,217285700,2197011,4988110331
2023-06-30,0,0,0,0,0,3138896238,-941669,1316089143,-1316089,4454985382,4455401760,821222714,821222714,821114684,820698305,7739660177,222749269,2257758,222749269
2023-07-03,95416492617,95416492617,0,4770824631,7037321,3236809250,-971043,1253932252,-1253932,4490741502,4491408626,824638809,824638809,825219964,824552841,7790459049,224537075,2224975,4995361706
2023-07-04,95416492617,95416492617,0,4770824631,7037321,3370826747,-1011248,1237136671,-1237137,4607963418,4608480189,823794793,823794793,824083346,823566575,7903719696,230398171,2248385,5001222802
2023-07-05,95416492617,95416492617,0,4770824631,7037321,3530887041,-1059266,1190911215,-1190911,4721798256,4722645798,848680347,848680347,849037968,848190426,8117234887,236089913,2250177,5006914544
2023-07-06,95416492617,95416492617,0,4770824631,7037321,3488666339,-1046600,1178234028,-1178234,4666900366,4667382699,823711376,823711376,822850970,822368638,7960025058,233345018,2224834,5004169649
2023-07-07,95416492617,95416492617,0,4770824631,7037321,3544816902,-1063445,1210518087,-1210518,4755334989,4755373153,827521183,827521183,824891971,824853808,8060161298,237766749,2273963,5008591380
2023-07-10,95416492617,95416492617,0,4770824631,7037321,3522370792,-1056711,1186497085,-1186497,4708867878,4708824807,810964539,810964539,807518225,807561296,7945833406,235443394,2243208,5006268025
2023-07-11,95416492617,95416492617,0,4770824631,7037321,3188281117,-956484,1056790204,-1056790,4245071320,4244805526,755695153,755695153,753096197,753361990,7262654020,212253566,2013275,4983078197
2023-07-12,95416492617,95416492617,0,4770824631,7037321,3307450705,-992235,1091465383,-1091465,4398916088,4398885616,769804783,769804783,767709263,767739734,7473944179,219945804,2083701,4990770435
2023-07-13,95416492617,95416492617,0,4770824631,7037321,2903173777,-870952,989238605,-989239,3892412382,3892365983,709453074,709453074,709063807,709110206,6729446143,194620619,1860191,4965445250
2023-07-14,95416492617,95416492617,0,4770824631,7037321,2846997083,-854099,1007376961,-1007377,3854374044,3853807107,729498127,729498127,728074996,728641933,6769520291,192718702,1861476,4963543333
2023-07-17,95416492617,95416492617,0,4770824631,7037321,2679308426,-803793,966648387,-966648,3645956814,3645095738,731937455,731937455,730351140,731212215,6570534004,182297841,1770441,4953122472
2023-07-18,95416492617,95416492617,0,4770824631,7037321,1506444848,-451933,927402313,-927402,2433847160,2433108843,738474427,738474427,737197272,737935590,5385190557,121692358,1379336,4892516989
2023-07-19,95416492617,95416492617,0,4770824631,7037321,1733308563,-519993,594520093,-594520,2327828657,2326476738,728868064,728868064,727848229,729200147,5241261243,116391433,1114513,4887216064
2023-07-20,95416492617,95416492617,0,4770824631,7037321,1898475441,-569543,634559954,-634560,2533035395,2531828431,744894025,744894025,743507900,744714864,5509839244,126651770,1204103,4897476401
2023-07-21,95416492617,95416492617,0,4770824631,7037321,1972773670,-591832,623729321,-623729,2596502990,2595775637,746190465,746190465,744948609,745675962,5578781140,129825150,1215561,4900649780
2023-07-24,0,0,0,0,0,1992766828,-597830,662541777,-662542,2655308605,2654489220,748998299,748998299,747382553,748201938,5648070310,132765430,1260372,132765430
2023-07-25,0,0,0,0,0,1900065240,-570020,673861884,-673862,2573927124,2573474621,750511217,750511217,748888897,749341400,5572727352,128696356,1243881,128696356
2023-07-26,0,0,0,0,0,1727361256,-518208,631207833,-631208,2358569089,2357869963,750355363,750355363,748682407,749381533,5356644629,117928454,1149416,117928454
2023-07-27,0,0,0,0,0,1492813859,-447844,571510790,-571511,2064324649,2063070061,746903690,746903690,745153653,746408241,5048439335,103216232,1019355,103216232
2023-07-28,0,0,0,0,0,1506087278,-451826,573780589,-573781,2079867868,2078973329,731738619,731738619,728629456,729523994,5000604018,103993393,1025607,103993393
2023-07-31,0,0,0,0,0,1598268431,-479481,722600837,-722601,2320869268,2320585691,752034839,752034839,749469990,749753567,5323878926,116043463,1202081,116043463
2023-08-01,0,0,0,0,0,1593451008,-478035,699576535,-699577,2293027543,2292614976,759810336,759810336,757644515,758057082,5327937244,114651377,1177612,114651377
2023-08-02,0,0,0,0,0,1513819492,-454146,661844628,-661845,2175664120,2175489759,761360355,761360355,759104222,759278582,5216593273,108783206,1115990,108783206
2023-08-03,0,0,0,0,0,2371380706,-711414,669503979,-669504,3040884685,3041097844,752973077,752973077,750876156,750662997,6048583151,152044234,1380918,152044234
2023-08-04,0,0,0,0,0,2138483978,-641545,755643906,-755644,2894127884,2894381409,752760810,752760810,750487223,750233697,5900623950,144706394,1397189,144706394
2023-08-07,0,0,0,0,0,1373843998,-412153,1204903891,-1204904,2578747889,4065956363,744895720,744895720,743719262,743489212,7042956277,128937394,1617057,128937394
2023-08-08,0,0,0,0,0,1353346082,-406004,1203448848,-1203449,2556794930,4017680139,731517493,731517493,730447420,730437789,6941600334,127839747,1609453,127839747
2023-08-09,0,0,0,0,0,1770107475,-531032,1205511914,-1205512,2975619388,4458291513,741886290,741886290,741449882,741222243,7424736219,148780969,1736544,148780969
2023-08-10,0,0,0,0,0,1849662855,-554899,1212479250,-1212479,3062142105,4560387250,749858310,749858310,749258666,748986479,7558349016,153107105,1767378,153107105
2023-08-11,0,0,0,0,0,1862753326,-558826,1199877450,-1199877,3062630775,4586881822,762125388,762125388,762522238,761728809,7635383644,153131539,1758703,153131539
2023-08-14,0,0,0,0,0,1860244575,-558073,1160160025,-1160160,3020404600,4541598042,760319498,760319498,761411036,759782406,7583430481,151020230,1718233,151020230
2023-08-16,0,0,0,0,0,1815692392,-544708,1147461680,-1147462,2963154072,4476862027,757008999,757008999,757319286,756388669,7504587980,148157704,1692169,148157704
2023-08-17,0,0,0,0,0,1665162674,-499549,1027293181,-1027293,2692455854,4143360071,725683549,725683549,726466513,724437704,7045631387,134622793,1526842,134622793
2023-08-18,0,0,0,0,0,1646281643,-493884,1018549799,-1018550,2664831443,4115166040,725488142,725488142,725789015,724545582,7016476921,133241572,1512434,133241572
2023-08-21,0,0,0,0,0,1673517555,-502055,992826479,-992826,2666344034,4102242396,719303353,719303353,718542782,717355580,6976747463,133317202,1494882,133317202
2023-08-22,0,0,0,0,0,1732092103,-519628,1000094344,-1000094,2732186447,4216590288,742512466,742512466,743314449,741089392,7186019061,136609322,1519722,136609322
2023-08-23,0,0,0,0,0,1677430990,-503229,971954017,-971954,2649385008,4146630362,747645383,747645383,749890322,747355032,7139166482,132469250,1475183,132469250
2023-08-24,0,0,0,0,0,1629565225,-488870,956892454,-956892,2586457679,4081351597,746038571,746038571,748570526,746323392,7068322659,129322884,1445762,129322884
2023-08-25,0,0,0,0,0,1735751080,-520725,1016249457,-1016249,2752000537,4348019918,797321553,797321553,799312449,796706932,7538682404,137600027,1536975,137600027
2023-08-28,0,0,0,0,0,1730470348,-519141,976196888,-976197,2706667236,4280981391,786773237,786773237,787895730,786418424,7428842019,135333362,1495338,135333362
2023-08-29,0,0,0,0,0,1683190637,-504957,936114472,-936114,2619305109,4217537930,799101513,799101513,799690399,798542421,7413973777,130965255,1441072,130965255
2023-08-30,0,0,0,0,0,4832919504,-1449876,1211116618,-1211117,6044036122,6045680611,816366789,816366789,818091018,816446529,9312951736,302201806,2660992,302201806
2023-08-31,0,0,0,0,0,3211112619,-963334,626383986,-626384,3837496605,5472977505,816935397,816935397,818478641,817002259,8742329199,191874830,1589718,191874830
2023-09-01,0,0,0,0,0,2305599743,-691680,672285010,-672285,2977884753,4659353762,840686033,840686033,841073491,840395518,8022194837,148894238,1363965,148894238
2023-09-04,0,0,0,0,0,2341539866,-702462,648498202,-648498,2990038068,4718180384,863922145,863922145,861867882,861569856,8169462412,149501903,1350960,149501903
2023-09-05,95416492617,95416492617,0,4770824631,18319315,3700235378,-1110071,1002137761,-1002138,4702373140,4703748374,860440005,859423585,857520115,857161301,8138293378,235118657,2112208,5005943288
2023-09-06,95416492617,95416492617,0,4770824631,18319315,3800479155,-1140144,1029173719,-1029174,4829652874,4831443844,861231544,860243307,858832922,858030189,8269781807,241482644,2169317,5012307275
2023-09-07,95416492617,95416492617,0,4770824631,18319315,4279526562,-1283858,1010399636,-1010400,5289926199,5292225136,850927470,849755222,847549919,846423230,8686880977,264496310,2294258,5035320941
2023-09-08,95416492617,95416492617,0,4770824631,18319315,4285608231,-1285682,1019658212,-1019658,5305266443,5307034422,859300458,858234160,856242603,855540921,8736352564,265263322,2305341,5036087953
2023-09-11,190832985234,190832985234,0,9541649262,32194093,4235431990,-1270630,976231831,-976232,5211663820,5213710597,856658318,855210155,850691452,850092838,8626363361,260583191,2246861,9802232453
2023-09-12,190832985234,190832985234,0,9541649262,32194093,3016758785,-905028,614133704,-614134,3630892489,5338486510,858934159,857521849,853527877,852653834,8761124229,181544624,1519161,9723193886
2023-09-13,190832985234,190832985234,0,9541649262,32194093,4383330192,-1314999,945258183,-945258,5328588375,5330569007,856789906,855394588,851212273,850626960,8744592733,266429419,2260257,9808078680
2023-09-14,190832985234,190832985234,0,9541649262,32194093,4508025710,-1352408,968882438,-968882,5476908148,5478556077,853870364,852516293,848357652,848063793,8881364179,273845407,2321290,9815494669
2023-09-15,190832985234,190832985234,0,9541649262,32194093,4523202792,-1356961,978651637,-978652,5501854429,5503508212,856530609,855099307,850363506,850141025,8915642658,275092721,2335612,9816741983
2023-09-18,190832985234,190832985234,0,9541649262,32194093,4677634776,-1403290,1013543281,-1013543,5691178057,5693403128,847940352,846482888,841913154,841145547,9070885069,284558903,2416834,9826208165
2023-09-19,190832985234,190832985234,0,9541649262,32194093,4789961665,-1436988,1103833539,-1103834,5893795204,5895990065,855522322,854128200,850113859,849313120,9305067566,294689760,2540822,9836339022
2023-09-20,190832985234,190832985234,0,9541649262,32194093,4799457726,-1439837,1115214767,-1115215,5914672493,5916802030,857209460,855794207,851549561,850835278,9332190537,295733625,2555052,9837382886
2023-09-21,95416492617,95416492617,0,4770824631,18319315,3297036863,-989111,725230849,-725231,4022267712,5706762606,842454824,840943390,836204715,835108036,9061473572,201113386,1714342,4971938016
2023-09-22,0,0,0,0,0,3236790962,-971037,700501100,-700501,3937292062,5605962323,833754879,833876002,828993981,827954600,8930541785,196864603,1671538,196864603
2023-09-25,0,0,0,0,0,3289350385,-986805,681560977,-681561,3970911362,5660919880,844604198,844050678,840369628,839015985,9028960370,198545568,1668366,198545568
2023-09-26,0,0,0,0,0,3347284623,-1004185,668454085,-668454,4015738708,5737148979,861064620,859060754,854869140,853584243,9165727737,200786935,1672639,200786935
2023-09-27,0,0,0,0,0,3329963062,-998989,640446313,-640446,3970409375,5687291865,858396391,857379238,852474987,851368127,9106910608,198520469,1639435,198520469
2023-10-04,0,0,0,0,0,1462860936,-438858,243960698,-243961,1706821634,2730986476,514645117,508272039,509915729,508668044,4772487405,85341082,682819,85341082
2023-10-05,0,0,0,0,0,1445488651,-433647,236125436,-236125,1681614086,2697216984,509935472,504558307,505677958,504568839,4721957559,84080704,669772,84080704
2023-10-06,0,0,0,0,0,1387484762,-416245,237849052,-237849,1625333814,2622715716,500452453,496099711,496144806,495315068,4610727754,81266691,654094,81266691
2023-10-10,0,0,0,0,0,1360800602,-408240,249831437,-249831,1610632038,2616540095,504506612,500518061,500749849,499866465,4622181082,80531602,658072,80531602
2023-10-11,0,0,0,0,0,1332945011,-399884,258797179,-258797,1591742190,2607366939,508883601,505962001,505751767,504972620,4632936928,79587109,658681,79587109
2023-10-12,95416492617,95416492617,0,4770824631,9339437,1290287958,-387086,267192989,-267193,1557480947,2571005298,507743489,505103135,504473675,503795948,4592121546,77874047,654279,4848698678
2023-10-13,95416492617,95416492617,0,4770824631,9339437,1248749300,-374625,282128940,-282129,1530878239,2579166508,525418420,522069313,521854915,521054379,4669563535,76543912,656754,4847368543
2023-10-16,95416492617,95416492617,0,4770824631,9339437,1216379656,-364914,292171522,-292172,1508551178,2557780738,525869356,522376226,522913627,521929647,4650869594,75427559,657085,4846252190
2023-10-17,95416492617,95416492617,0,4770824631,9339437,1186274312,-355882,304046887,-304047,1490321198,2538785678,525598971,521799822,522687864,521622177,4630494512,74516060,659929,4845340691
2023-10-18,95416492617,95416492617,0,4770824631,9339437,1151841870,-345553,314456931,-314457,1466298802,2512541409,524539116,520469031,522070695,520836235,4600456485,73314940,660009,4844139571
2023-10-19,95416492617,95416492617,0,4770824631,9339437,1112234362,-333670,327372264,-327372,1439606626,2487967567,525883616,521144795,523169234,521836703,4580001915,71980331,661043,4842804962
2023-10-20,95416492617,95416492617,0,4770824631,9339437,1026988956,-308097,333533805,-333534,1360522760,2405469831,524239375,519609715,520651459,519553478,4489523857,68026138,641630,4838850769
2023-10-23,95416492617,95416492617,0,4770824631,9339437,976855081,-293057,332515328,-332515,1309370409,2351628906,523141547,517968903,519239433,518091386,4430070175,65468520,625572,4836293151
2023-10-24,95416492617,95416492617,0,4770824631,9339437,931601956,-279481,316478945,-316479,1248080902,2262100400,508393975,504642386,505358482,504375344,4284870587,62404045,595960,4833228676
2023-10-25,0,0,0,0,0,955931335,-286779,301484838,-301485,1257416173,2268809109,507354868,503032337,503858944,502853214,4285908472,62870809,588264,62870809
2023-10-26,0,0,0,0,0,210933300,-63280,108682706,-108683,319616006,2307842822,500286183,495234140,496952099,495754395,4296069638,15980800,171963,15980800
2023-10-27,0,0,0,0,0,220928894,-66279,92789322,-92789,313718216,2288881218,496384280,492214974,493604939,492958809,4264044221,15685911,159068,15685911
2023-10-30,0,0,0,0,0,240543755,-72163,83548938,-83549,324092693,2317956599,501080027,496742013,498462466,497579400,4311820504,16204635,155712,16204635
2023-10-31,0,0,0,0,0,260039783,-78012,74563340,-74563,334603123,2335548456,503287515,498549740,500013754,499094324,4336493789,16730156,152575,16730156
2023-11-01,0,0,0,0,0,235698138,-70709,56224009,-56224,291922148,2294655217,503812770,499222304,500145552,499552443,4297388285,14596107,126933,14596107
2023-11-02,0,0,0,0,0,346567909,-103970,66723658,-66724,413291567,2361973825,489287454,486101066,486536669,486757068,4310656083,20664578,170694,20664578
2023-11-03,0,0,0,0,0,334326421,-100298,60086835,-60087,394413256,2342474899,488779976,486112393,486279499,486889775,4290536542,19720663,160385,19720663
2023-11-06,95416492617,95416492617,0,4770824631,9339437,795901157,-238770,188791570,-188792,984692727,1939351805,478855592,477023599,476766985,477987097,3849985078,49234636,427562,4820059267
2023-11-07,95416492617,95416492617,0,4770824631,9339437,883562100,-265069,195033275,-195033,1078595375,2038641842,481581989,479642844,479144593,480322960,3959334229,53929769,460102,4824754400
2023-11-08,95416492617,95416492617,0,4770824631,9339437,10507300,3152,8012354,8012,18519655,1914722237,484722150,482931894,482226901,483360946,3847964129,925983,11165,4771750614
2023-11-09,95416492617,95416492617,0,4770824631,9339437,217673966,65302,45253886,45254,262927853,1653062885,479751356,478741062,477873943,479624377,3569053623,13146393,110556,4783971023
2023-11-10,95416492617,95416492617,0,4770824631,9339437,979560305,293868,234870175,234870,1214430480,702510234,480372090,479042574,478039442,479486609,2619450949,60721524,528738,4831546155
2023-11-13,95416492617,95416492617,0,4770824631,9339437,933522729,280057,219728172,219728,1153250900,758331202,479086960,477386060,476967929,478141153,2669913304,57662545,499785,4828487176
2023-11-14,95416492617,95416492617,0,4770824631,9339437,877976384,263393,206317421,206317,1084293806,836559084,481009708,479611226,479382125,480849832,2757411975,54214690,469710,4825039321
2023-11-15,95416492617,95416492617,0,4770824631,9339437,732744442,219823,172598331,172598,905342773,918871226,455875419,455833448,454922261,457582871,2743085225,45267139,392422,4816091769
2023-11-16,95416492617,95416492617,0,4770824631,9339437,753198392,225960,162629288,162629,915827681,939665699,463686348,463863470,462565961,465377601,2795159079,45791384,388589,4816616015
2023-11-17,95416492617,95416492617,0,4770824631,9339437,864388312,259316,185679005,185679,1050067316,836291561,470974039,471118008,470486123,473780707,2722650439,52503366,444995,4823327997
2023-11-20,95416492617,95416492617,0,4770824631,9339437,1702572253,510772,378146373,378146,2080718627,181143177,474017152,474456779,473662870,477438648,2080718627,104035931,888918,4874860562
2023-11-21,95416492617,95416492617,0,4770824631,9339437,1717319619,515196,385821824,385822,2103141442,196733040,475251715,475833186,475398131,479925370,2103141442,105157072,901018,4875981703
2023-11-22,95416492617,95416492617,0,4770824631,9339437,1728827938,518648,393408161,393408,2122236099,228656604,472172604,472344653,472551181,476511058,2122236099,106111805,912057,4876936436
2023-11-23,95416492617,95416492617,0,4770824631,9339437,1674095974,502229,387596429,387596,2061692404,169274643,471678531,472017744,472167105,476554381,2061692404,103084620,889825,4873909251
2023-11-24,95416492617,95416492617,0,4770824631,9339437,1649783594,494935,382374432,382374,2032158027,111549944,479606988,479639270,479031373,482330452,2032158027,101607901,877310,4872432532
2023-11-27,95416492617,95416492617,0,4770824631,9339437,1606332735,481900,373351073,373351,1979683808,47935363,482185885,482279427,481863987,485419146,1979683808,98984190,855251,4869808821
2023-11-28,95416492617,95416492617,0,4770824631,9339437,1605310839,481593,359828825,359829,1965139664,37296681,481252930,481714034,480571515,484304504,1965139664,98256983,841422,4869081614
